embedding_source,run_name,perplexity,random_state,standardized_before_tsne,pre_reduction,tsne_init,metric,learning_rate,kl_divergence,subset_name,material_id,family,split,formula,target_formation_energy_peratom,pretrained_prediction,absolute_error,error_group,tsne1,tsne2,embedding_npz_path,embedding_npz_key,embedding_row_index,embedding_dim,layer_name,module_path,filename,structure_path,source_manifest,n_atoms,is_oxide,is_nitride,is_oxynitride
last_alignn_pool,balanced_pool_set,30,42,True,none,pca,euclidean,auto,1.0676876306533813,balanced_pool_set,JVASP-50332,oxide,train,Na2CuO2,-1.21362,-1.20929217338562,0.0043278266143798,,21.970558166503906,49.391212463378906,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,0,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-50332.vasp,data_shared/oxide/structures/POSCAR-JVASP-50332.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
last_alignn_pool,balanced_pool_set,30,42,True,none,pca,euclidean,auto,1.0676876306533813,balanced_pool_set,JVASP-98167,oxide,train,FeH8Cl2O4,-0.93989,-0.9387165904045104,0.0011734095954895,,-8.391474723815918,17.096994400024414,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,1,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-98167.vasp,data_shared/oxide/structures/POSCAR-JVASP-98167.vasp,data_shared/oxide/manifests/pool.csv,30,True,False,False
last_alignn_pool,balanced_pool_set,30,42,True,none,pca,euclidean,auto,1.0676876306533813,balanced_pool_set,JVASP-1390,oxide,train,SrO,-3.02565,-3.030675172805786,0.0050251728057859,,48.444602966308594,-20.731372833251953,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,2,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-1390.vasp,data_shared/oxide/structures/POSCAR-JVASP-1390.vasp,data_shared/oxide/manifests/pool.csv,2,True,False,False
last_alignn_pool,balanced_pool_set,30,42,True,none,pca,euclidean,auto,1.0676876306533813,balanced_pool_set,JVASP-3534,oxide,train,BiClO,-1.39849,-1.4041643142700195,0.0056743142700195,,5.495780944824219,20.649213790893555,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,3,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-3534.vasp,data_shared/oxide/structures/POSCAR-JVASP-3534.vasp,data_shared/oxide/manifests/pool.csv,6,True,False,False
last_alignn_pool,balanced_pool_set,30,42,True,none,pca,euclidean,auto,1.0676876306533813,balanced_pool_set,JVASP-98354,oxide,train,Ba9Y2Si6O24,-3.27649,-3.282104730606079,0.0056147306060791,,49.17670440673828,-4.559423923492432,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,4,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-98354.vasp,data_shared/oxide/structures/POSCAR-JVASP-98354.vasp,data_shared/oxide/manifests/pool.csv,41,True,False,False
last_alignn_pool,balanced_pool_set,30,42,True,none,pca,euclidean,auto,1.0676876306533813,balanced_pool_set,JVASP-48232,oxide,train,LiMn7O12,-1.77785,-1.7785475254058838,0.0006975254058838,,11.091090202331543,60.67130661010742,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,5,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-48232.vasp,data_shared/oxide/structures/POSCAR-JVASP-48232.vasp,data_shared/oxide/manifests/pool.csv,20,True,False,False
last_alignn_pool,balanced_pool_set,30,42,True,none,pca,euclidean,auto,1.0676876306533813,balanced_pool_set,JVASP-50396,oxide,train,Zr2Bi2O7,-2.59193,-2.598966121673584,0.0070361216735839,,31.38053321838379,1.2680774927139282,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,6,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-50396.vasp,data_shared/oxide/structures/POSCAR-JVASP-50396.vasp,data_shared/oxide/manifests/pool.csv,22,True,False,False
last_alignn_pool,balanced_pool_set,30,42,True,none,pca,euclidean,auto,1.0676876306533813,balanced_pool_set,JVASP-88825,oxide,train,RbHSeO4,-1.14237,-1.135316252708435,0.007053747291565,,11.885688781738281,37.996726989746094,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,7,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-88825.vasp,data_shared/oxide/structures/POSCAR-JVASP-88825.vasp,data_shared/oxide/manifests/pool.csv,28,True,False,False
last_alignn_pool,balanced_pool_set,30,42,True,none,pca,euclidean,auto,1.0676876306533813,balanced_pool_set,JVASP-97500,oxide,train,CoIN2O2,-0.19644,-0.195088654756546,0.0013513452434539,,-13.748065948486328,37.71879577636719,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,8,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-97500.vasp,data_shared/oxide/structures/POSCAR-JVASP-97500.vasp,data_shared/oxide/manifests/pool.csv,24,True,False,True
last_alignn_pool,balanced_pool_set,30,42,True,none,pca,euclidean,auto,1.0676876306533813,balanced_pool_set,JVASP-49949,oxide,train,Ce2Nd2O7,-3.58436,-3.5627799034118652,0.0215800965881349,,56.602134704589844,-20.21444320678711,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,9,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-49949.vasp,data_shared/oxide/structures/POSCAR-JVASP-49949.vasp,data_shared/oxide/manifests/pool.csv,22,True,False,False
