family,N,seed,n_train,n_val,n_test,epochs,batch_size,final_batch_size,best_epoch,learning_rate,test_mae_eV_per_atom,train_mae_eV_per_atom,val_best_l1,device,elapsed_seconds,summary_path
nitride,10,0,5,5,242,100,32,32,1,5e-05,0.07067536597317162,0.07489879727363587,0.0199296735227108,cuda,17.171297311782837,results/nitride/N10_seed0/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,10,1,5,5,242,100,32,32,1,5e-05,0.07036073740633313,0.007117748260498047,0.007687930017709732,cuda,17.065606355667114,results/nitride/N10_seed1/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,10,2,5,5,242,100,32,32,1,5e-05,0.07016104429744738,0.0062811881303787235,0.007056152913719416,cuda,17.37255072593689,results/nitride/N10_seed2/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,10,3,5,5,242,100,32,32,1,5e-05,0.07030223050608861,0.006533592939376831,0.0078303636983037,cuda,17.271585702896118,results/nitride/N10_seed3/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,10,4,5,5,242,100,32,32,1,5e-05,0.07053778268981817,0.008829554915428162,0.01018601655960083,cuda,17.547532558441162,results/nitride/N10_seed4/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,50,0,45,5,242,100,32,32,1,5e-05,0.07058847602456808,0.02536504566669464,0.015224844217300415,cuda,25.80048656463623,results/nitride/N50_seed0/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,50,1,45,5,242,100,32,32,1,5e-05,0.07046521933025811,0.006266424887710147,0.004987948574125767,cuda,25.972099542617798,results/nitride/N50_seed1/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,50,2,45,5,242,100,32,32,1,5e-05,0.07176730694818842,0.009654816529817051,0.008869803510606289,cuda,25.66463541984558,results/nitride/N50_seed2/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,50,3,45,5,242,100,32,32,1,5e-05,0.07025987777304797,0.019054191631989348,0.007493412587791681,cuda,26.16355562210083,results/nitride/N50_seed3/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,50,4,45,5,242,100,32,32,1,5e-05,0.0704646641542473,0.006856680961532725,0.013017338700592518,cuda,26.161083221435547,results/nitride/N50_seed4/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,100,0,90,10,242,100,32,32,1,5e-05,0.0713185384515519,0.016255517821345065,0.04913969337940216,cuda,36.71259570121765,results/nitride/N100_seed0/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,100,1,90,10,242,100,32,32,1,5e-05,0.07225726448646015,0.01495723537583318,0.010499042458832264,cuda,36.3114697933197,results/nitride/N100_seed1/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,100,2,90,10,242,100,32,32,1,5e-05,0.07282278507424533,0.013860885813159661,0.011069918982684612,cuda,36.15890145301819,results/nitride/N100_seed2/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,100,3,90,10,242,100,32,32,1,5e-05,0.07096283415655706,0.01687099539881779,0.008235613815486431,cuda,36.360408306121826,results/nitride/N100_seed3/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,100,4,90,10,242,100,32,32,1,5e-05,0.07144282140176404,0.009789541763408731,0.015215277671813965,cuda,36.58328199386597,results/nitride/N100_seed4/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,200,0,180,20,242,100,32,32,1,5e-05,0.07397553981243332,0.01846448979857895,0.034280240535736084,cuda,59.32947659492493,results/nitride/N200_seed0/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,200,1,180,20,242,100,32,32,1,5e-05,0.07541776124449555,0.02431889557434867,0.015702610835433006,cuda,58.646756649017334,results/nitride/N200_seed1/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,200,2,180,20,242,100,32,32,1,5e-05,0.07464463349185453,0.021279364960759672,0.011249640956521034,cuda,58.78289580345154,results/nitride/N200_seed2/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,200,3,180,20,242,100,32,32,1,5e-05,0.07411063829637017,0.01648120067548007,0.035856038331985474,cuda,59.55344080924988,results/nitride/N200_seed3/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,200,4,180,20,242,100,32,32,1,5e-05,0.07387269064322237,0.017355037862176282,0.01570368930697441,cuda,58.764365673065186,results/nitride/N200_seed4/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,500,0,450,50,242,100,32,32,92,5e-05,0.08392129605251157,0.029859868422904078,0.05099859833717346,cuda,128.02498054504395,results/nitride/N500_seed0/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,500,1,450,50,242,100,32,32,76,5e-05,0.0817366120875005,0.028586577587347065,0.027856486849486828,cuda,128.96754336357117,results/nitride/N500_seed1/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,500,2,450,50,242,100,32,32,94,5e-05,0.08123075317837729,0.02868486176012084,0.024122053757309914,cuda,129.31638360023499,results/nitride/N500_seed2/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,500,3,450,50,242,100,32,32,72,5e-05,0.07981861477394488,0.023319219816734807,0.044329484924674034,cuda,129.38657808303833,results/nitride/N500_seed3/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,500,4,450,50,242,100,32,32,59,5e-05,0.0809081614956506,0.02979730671271682,0.036814114078879356,cuda,128.8921093940735,results/nitride/N500_seed4/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,1000,0,900,100,242,100,32,32,84,5e-05,0.07619024978658138,0.020027983357665813,0.03259954508394003,cuda,246.3739194869995,results/nitride/N1000_seed0/finetune_last2_epochs100_bs32_lr5e5/summary.json
