subset_name,subset_order,structure_id,material_id,family,split,formula,target_formation_energy_peratom,pretrained_prediction,absolute_error,embedding_available,embedding_npz_path,embedding_row_index,embedding_sources,embedding_source_count,filename,structure_path,source_manifest,source_row_index,n_atoms,is_oxide,is_nitride,is_oxynitride,selection_role,sampling_seed,sampled,sample_pool_size,sample_size,sample_draw_rank
balanced_pool_set,0,JVASP-50332,JVASP-50332,oxide,train,Na2CuO2,-1.21362,,,False,,,,0,POSCAR-JVASP-50332.vasp,data_shared/oxide/structures/POSCAR-JVASP-50332.vasp,data_shared/oxide/manifests/pool.csv,6,5,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,625
balanced_pool_set,1,JVASP-98167,JVASP-98167,oxide,train,FeH8Cl2O4,-0.93989,,,False,,,,0,POSCAR-JVASP-98167.vasp,data_shared/oxide/structures/POSCAR-JVASP-98167.vasp,data_shared/oxide/manifests/pool.csv,9,30,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,207
balanced_pool_set,2,JVASP-1390,JVASP-1390,oxide,train,SrO,-3.02565,,,False,,,,0,POSCAR-JVASP-1390.vasp,data_shared/oxide/structures/POSCAR-JVASP-1390.vasp,data_shared/oxide/manifests/pool.csv,18,2,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,1193
balanced_pool_set,3,JVASP-3534,JVASP-3534,oxide,train,BiClO,-1.39849,,,False,,,,0,POSCAR-JVASP-3534.vasp,data_shared/oxide/structures/POSCAR-JVASP-3534.vasp,data_shared/oxide/manifests/pool.csv,27,6,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,583
balanced_pool_set,4,JVASP-98354,JVASP-98354,oxide,train,Ba9Y2Si6O24,-3.27649,,,False,,,,0,POSCAR-JVASP-98354.vasp,data_shared/oxide/structures/POSCAR-JVASP-98354.vasp,data_shared/oxide/manifests/pool.csv,35,41,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,342
balanced_pool_set,5,JVASP-48232,JVASP-48232,oxide,train,LiMn7O12,-1.77785,,,False,,,,0,POSCAR-JVASP-48232.vasp,data_shared/oxide/structures/POSCAR-JVASP-48232.vasp,data_shared/oxide/manifests/pool.csv,42,20,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,1259
balanced_pool_set,6,JVASP-50396,JVASP-50396,oxide,train,Zr2Bi2O7,-2.59193,,,False,,,,0,POSCAR-JVASP-50396.vasp,data_shared/oxide/structures/POSCAR-JVASP-50396.vasp,data_shared/oxide/manifests/pool.csv,43,22,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,1087
balanced_pool_set,7,JVASP-88825,JVASP-88825,oxide,train,RbHSeO4,-1.14237,,,False,,,,0,POSCAR-JVASP-88825.vasp,data_shared/oxide/structures/POSCAR-JVASP-88825.vasp,data_shared/oxide/manifests/pool.csv,46,28,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,1577
balanced_pool_set,8,JVASP-97500,JVASP-97500,oxide,train,CoIN2O2,-0.19644,,,False,,,,0,POSCAR-JVASP-97500.vasp,data_shared/oxide/structures/POSCAR-JVASP-97500.vasp,data_shared/oxide/manifests/pool.csv,53,24,True,False,True,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,185
balanced_pool_set,9,JVASP-49949,JVASP-49949,oxide,train,Ce2Nd2O7,-3.58436,,,False,,,,0,POSCAR-JVASP-49949.vasp,data_shared/oxide/structures/POSCAR-JVASP-49949.vasp,data_shared/oxide/manifests/pool.csv,58,22,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,471
balanced_pool_set,10,JVASP-22671,JVASP-22671,oxide,train,NaCrO2,-1.8573,,,False,,,,0,POSCAR-JVASP-22671.vasp,data_shared/oxide/structures/POSCAR-JVASP-22671.vasp,data_shared/oxide/manifests/pool.csv,90,4,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,681
balanced_pool_set,11,JVASP-49894,JVASP-49894,oxide,train,PrTiO3,-3.33859,,,False,,,,0,POSCAR-JVASP-49894.vasp,data_shared/oxide/structures/POSCAR-JVASP-49894.vasp,data_shared/oxide/manifests/pool.csv,96,5,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,765
balanced_pool_set,12,JVASP-98801,JVASP-98801,oxide,train,V2CdP2O10,-2.26979,,,False,,,,0,POSCAR-JVASP-98801.vasp,data_shared/oxide/structures/POSCAR-JVASP-98801.vasp,data_shared/oxide/manifests/pool.csv,100,30,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,1736
balanced_pool_set,13,JVASP-97338,JVASP-97338,oxide,train,SiP2O7,-2.39113,,,False,,,,0,POSCAR-JVASP-97338.vasp,data_shared/oxide/structures/POSCAR-JVASP-97338.vasp,data_shared/oxide/manifests/pool.csv,106,40,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,36
balanced_pool_set,14,JVASP-43844,JVASP-43844,oxide,train,Li4Ti3V5O16,-2.71502,,,False,,,,0,POSCAR-JVASP-43844.vasp,data_shared/oxide/structures/POSCAR-JVASP-43844.vasp,data_shared/oxide/manifests/pool.csv,117,28,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,264
balanced_pool_set,15,JVASP-97505,JVASP-97505,oxide,train,V3H4O8,-1.68952,,,False,,,,0,POSCAR-JVASP-97505.vasp,data_shared/oxide/structures/POSCAR-JVASP-97505.vasp,data_shared/oxide/manifests/pool.csv,125,15,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,1795
balanced_pool_set,16,JVASP-49779,JVASP-49779,oxide,train,ZnSeO4,-0.95343,,,False,,,,0,POSCAR-JVASP-49779.vasp,data_shared/oxide/structures/POSCAR-JVASP-49779.vasp,data_shared/oxide/manifests/pool.csv,126,12,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,1804
balanced_pool_set,17,JVASP-98619,JVASP-98619,oxide,train,Sb2RuC6O6F12,-1.60264,,,False,,,,0,POSCAR-JVASP-98619.vasp,data_shared/oxide/structures/POSCAR-JVASP-98619.vasp,data_shared/oxide/manifests/pool.csv,128,54,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,439
balanced_pool_set,18,JVASP-98504,JVASP-98504,oxide,train,Mn3Se3O10,-1.18451,,,False,,,,0,POSCAR-JVASP-98504.vasp,data_shared/oxide/structures/POSCAR-JVASP-98504.vasp,data_shared/oxide/manifests/pool.csv,132,32,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,1414
balanced_pool_set,19,JVASP-38326,JVASP-38326,oxide,train,RbCdO3,-0.49434,,,False,,,,0,POSCAR-JVASP-38326.vasp,data_shared/oxide/structures/POSCAR-JVASP-38326.vasp,data_shared/oxide/manifests/pool.csv,152,5,True,False,False,oxide_random_sample_matched_to_nitride_pool,42,True,13507,2046,415
