family,N,seed,epochs,best_val_epoch,best_val_l1,test_mae_eV_per_atom,png_path,pdf_path
oxide,50,0,50,48,1.011070728302002,0.6036282311957091,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N50_seed0_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N50_seed0_training_curves.pdf
oxide,50,1,50,24,0.4457910656929016,0.5732795851858336,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N50_seed1_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N50_seed1_training_curves.pdf
oxide,50,2,50,44,0.7558118104934692,0.4911099939788767,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N50_seed2_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N50_seed2_training_curves.pdf
oxide,50,3,50,39,0.35526227951049805,0.510386201537828,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N50_seed3_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N50_seed3_training_curves.pdf
oxide,50,4,50,40,0.48393282294273376,0.6018623857810087,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N50_seed4_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N50_seed4_training_curves.pdf
oxide,500,0,50,48,0.2611008360981941,0.25190461952238646,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N500_seed0_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N500_seed0_training_curves.pdf
oxide,500,1,50,30,0.3371853604912758,0.30099380469828907,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N500_seed1_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N500_seed1_training_curves.pdf
oxide,500,2,50,27,0.28629447892308235,0.2691343562651458,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N500_seed2_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N500_seed2_training_curves.pdf
oxide,500,3,50,41,0.25814975053071976,0.25811446786652925,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N500_seed3_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N500_seed3_training_curves.pdf
oxide,500,4,50,48,0.15254946053028107,0.24153269934163596,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N500_seed4_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/oxide/oxide_N500_seed4_training_curves.pdf
nitride,50,0,50,35,0.4157171845436096,0.6841480080423153,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N50_seed0_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N50_seed0_training_curves.pdf
nitride,50,1,50,21,1.0093034505844116,0.6807100150103041,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N50_seed1_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N50_seed1_training_curves.pdf
nitride,50,2,50,15,0.6126680374145508,0.6808268899975483,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N50_seed2_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N50_seed2_training_curves.pdf
nitride,50,3,50,23,0.3086944818496704,0.7194129458959561,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N50_seed3_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N50_seed3_training_curves.pdf
nitride,50,4,50,18,1.1707876920700073,0.6920749536938657,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N50_seed4_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N50_seed4_training_curves.pdf
nitride,500,0,50,38,0.413251131772995,0.3582628523192007,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N500_seed0_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N500_seed0_training_curves.pdf
nitride,500,1,50,49,0.41039352864027023,0.3850557760928165,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N500_seed1_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N500_seed1_training_curves.pdf
nitride,500,2,50,45,0.2460445649921894,0.39479679147104835,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N500_seed2_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N500_seed2_training_curves.pdf
nitride,500,3,50,35,0.33069933019578457,0.33530047662125145,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N500_seed3_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N500_seed3_training_curves.pdf
nitride,500,4,50,29,0.35537776350975037,0.3679541862408115,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N500_seed4_training_curves.png,reports/Hyperparameter Set 1/Training Curves/From Scratch/nitride/nitride_N500_seed4_training_curves.pdf
