POSCAR-JVASP-122874.vasp,-0.7888
POSCAR-JVASP-56861.vasp,-1.71865
POSCAR-JVASP-8336.vasp,-0.11652
POSCAR-JVASP-106161.vasp,-0.27497
POSCAR-JVASP-115887.vasp,-0.42176
POSCAR-JVASP-36291.vasp,1.42926
POSCAR-JVASP-9113.vasp,-1.04656
POSCAR-JVASP-99587.vasp,0.07461
POSCAR-JVASP-103781.vasp,0.09601
POSCAR-JVASP-62575.vasp,-1.5793
POSCAR-JVASP-78511.vasp,0.6426
POSCAR-JVASP-117925.vasp,0.36086
POSCAR-JVASP-93250.vasp,0.05707
POSCAR-JVASP-63377.vasp,-0.87268
POSCAR-JVASP-30980.vasp,-0.23207
POSCAR-JVASP-31902.vasp,0.04384
POSCAR-JVASP-17848.vasp,1.97194
POSCAR-JVASP-36427.vasp,-1.58152
POSCAR-JVASP-117874.vasp,1.08009
POSCAR-JVASP-8274.vasp,0.04033
POSCAR-JVASP-105569.vasp,0.16796
POSCAR-JVASP-63690.vasp,-1.38464
POSCAR-JVASP-79756.vasp,-0.72745
POSCAR-JVASP-119229.vasp,-0.59949
POSCAR-JVASP-9611.vasp,-1.33448
POSCAR-JVASP-110729.vasp,-0.90545
POSCAR-JVASP-121351.vasp,-0.07404
POSCAR-JVASP-9072.vasp,-1.01403
POSCAR-JVASP-16907.vasp,0.3595
POSCAR-JVASP-9141.vasp,0.64177
POSCAR-JVASP-91861.vasp,-0.14012
POSCAR-JVASP-49238.vasp,-0.58092
POSCAR-JVASP-115701.vasp,0.99623
POSCAR-JVASP-8703.vasp,-0.18178
POSCAR-JVASP-10301.vasp,-1.00486
POSCAR-JVASP-110253.vasp,-1.15215
POSCAR-JVASP-1732.vasp,-1.40561
POSCAR-JVASP-120560.vasp,-0.53052
POSCAR-JVASP-89936.vasp,0.7947
POSCAR-JVASP-18531.vasp,-1.46973
POSCAR-JVASP-8292.vasp,-0.16734
POSCAR-JVASP-112039.vasp,0.1663
POSCAR-JVASP-18556.vasp,-0.1687
POSCAR-JVASP-102235.vasp,-0.97082
POSCAR-JVASP-36295.vasp,0.63721
POSCAR-JVASP-111858.vasp,-1.18595
POSCAR-JVASP-109197.vasp,-1.77794
POSCAR-JVASP-114455.vasp,1.48256
POSCAR-JVASP-35152.vasp,-0.56042
POSCAR-JVASP-97767.vasp,-1.30355
POSCAR-JVASP-15075.vasp,-1.92482
POSCAR-JVASP-29563.vasp,0.30398
POSCAR-JVASP-119680.vasp,-0.56503
POSCAR-JVASP-2388.vasp,-1.2532
POSCAR-JVASP-94872.vasp,1.32307
POSCAR-JVASP-38141.vasp,-1.27771
POSCAR-JVASP-38143.vasp,-0.84591
POSCAR-JVASP-119097.vasp,-0.5625
POSCAR-JVASP-20217.vasp,-1.49702
POSCAR-JVASP-90243.vasp,1.21613
POSCAR-JVASP-86137.vasp,0.39106
POSCAR-JVASP-36709.vasp,-1.24371
POSCAR-JVASP-8682.vasp,0.34585
POSCAR-JVASP-90420.vasp,2.04369
POSCAR-JVASP-92707.vasp,1.79429
POSCAR-JVASP-20167.vasp,-0.97625
POSCAR-JVASP-111545.vasp,-0.20845
POSCAR-JVASP-3939.vasp,-2.12891
POSCAR-JVASP-118844.vasp,-0.21779
POSCAR-JVASP-112867.vasp,-0.35868
POSCAR-JVASP-35053.vasp,0.08716
POSCAR-JVASP-18495.vasp,-0.849
POSCAR-JVASP-62513.vasp,-0.03986
POSCAR-JVASP-118552.vasp,1.08215
POSCAR-JVASP-36465.vasp,-1.27494
POSCAR-JVASP-113963.vasp,0.63128
POSCAR-JVASP-36691.vasp,-0.57127
POSCAR-JVASP-113466.vasp,0.65339
POSCAR-JVASP-36551.vasp,0.10679
POSCAR-JVASP-56490.vasp,-0.32886
POSCAR-JVASP-115617.vasp,0.53648
POSCAR-JVASP-19104.vasp,-1.27905
POSCAR-JVASP-56947.vasp,0.15989
POSCAR-JVASP-53296.vasp,-1.4773
POSCAR-JVASP-37963.vasp,0.99606
POSCAR-JVASP-35622.vasp,-1.28449
POSCAR-JVASP-118846.vasp,-0.76293
POSCAR-JVASP-110277.vasp,-1.23359
POSCAR-JVASP-118363.vasp,-0.92908
POSCAR-JVASP-37130.vasp,0.49815
POSCAR-JVASP-78721.vasp,0.01831
POSCAR-JVASP-98142.vasp,0.08637
POSCAR-JVASP-9110.vasp,0.491
POSCAR-JVASP-117979.vasp,-0.90613
POSCAR-JVASP-98891.vasp,-0.29895
POSCAR-JVASP-103738.vasp,-1.10324
POSCAR-JVASP-92372.vasp,-0.15832
POSCAR-JVASP-51882.vasp,-1.11459
POSCAR-JVASP-92269.vasp,-0.83609
POSCAR-JVASP-7821.vasp,-1.24634
