POSCAR-JVASP-115890.vasp,-0.19078
POSCAR-JVASP-54362.vasp,-0.91912
POSCAR-JVASP-115887.vasp,-0.42176
POSCAR-JVASP-21838.vasp,-0.94099
POSCAR-JVASP-111549.vasp,-0.03925
POSCAR-JVASP-7836.vasp,-1.33774
POSCAR-JVASP-120032.vasp,0.79872
POSCAR-JVASP-113466.vasp,0.65339
POSCAR-JVASP-45249.vasp,-2.03709
POSCAR-JVASP-36511.vasp,-0.82736
POSCAR-JVASP-102235.vasp,-0.97082
POSCAR-JVASP-122497.vasp,-0.34494
POSCAR-JVASP-37744.vasp,-0.4074
POSCAR-JVASP-22673.vasp,-1.3844
POSCAR-JVASP-90739.vasp,-0.47371
POSCAR-JVASP-98812.vasp,-0.30254
POSCAR-JVASP-9153.vasp,0.30707
POSCAR-JVASP-7780.vasp,-1.46344
POSCAR-JVASP-116029.vasp,-0.77378
POSCAR-JVASP-12592.vasp,-0.99292
POSCAR-JVASP-17398.vasp,-0.15801
POSCAR-JVASP-31902.vasp,0.04384
POSCAR-JVASP-26078.vasp,-0.57951
POSCAR-JVASP-109805.vasp,-0.41252
POSCAR-JVASP-86900.vasp,0.43866
POSCAR-JVASP-115896.vasp,-1.73811
POSCAR-JVASP-1342.vasp,-1.57409
POSCAR-JVASP-90628.vasp,0.75511
POSCAR-JVASP-93679.vasp,1.15016
POSCAR-JVASP-15923.vasp,-0.88746
POSCAR-JVASP-2598.vasp,-2.79107
POSCAR-JVASP-35107.vasp,-1.11186
POSCAR-JVASP-32119.vasp,-0.74601
POSCAR-JVASP-35109.vasp,-0.8325
POSCAR-JVASP-63210.vasp,-1.19665
POSCAR-JVASP-35663.vasp,-1.05728
POSCAR-JVASP-36673.vasp,-0.02111
POSCAR-JVASP-16168.vasp,-0.86544
POSCAR-JVASP-93685.vasp,0.88954
POSCAR-JVASP-29759.vasp,0.04996
POSCAR-JVASP-100053.vasp,-0.71336
POSCAR-JVASP-115476.vasp,1.45887
POSCAR-JVASP-104970.vasp,-0.65574
POSCAR-JVASP-51507.vasp,1.81048
POSCAR-JVASP-8822.vasp,-0.3773
POSCAR-JVASP-115616.vasp,2.00151
POSCAR-JVASP-107756.vasp,-1.5597
POSCAR-JVASP-36553.vasp,0.0771
POSCAR-JVASP-52999.vasp,-0.85945
POSCAR-JVASP-78827.vasp,1.05618
POSCAR-JVASP-37132.vasp,0.30924
POSCAR-JVASP-20293.vasp,0.00112
POSCAR-JVASP-16358.vasp,-0.80194
POSCAR-JVASP-114311.vasp,0.08859
POSCAR-JVASP-108175.vasp,-0.32315
POSCAR-JVASP-111847.vasp,-0.99902
POSCAR-JVASP-102642.vasp,-1.18167
POSCAR-JVASP-115013.vasp,0.36069
POSCAR-JVASP-1468.vasp,-1.02425
POSCAR-JVASP-54936.vasp,-1.33778
POSCAR-JVASP-113963.vasp,0.63128
POSCAR-JVASP-85301.vasp,0.06501
POSCAR-JVASP-111545.vasp,-0.20845
POSCAR-JVASP-108174.vasp,-0.10067
POSCAR-JVASP-112056.vasp,0.01712
POSCAR-JVASP-32689.vasp,-0.87194
POSCAR-JVASP-38043.vasp,-1.26506
POSCAR-JVASP-101188.vasp,-1.49065
POSCAR-JVASP-117906.vasp,1.4173
POSCAR-JVASP-117976.vasp,0.71065
POSCAR-JVASP-113138.vasp,-0.29919
POSCAR-JVASP-35131.vasp,-1.33786
POSCAR-JVASP-115805.vasp,-0.95739
POSCAR-JVASP-113986.vasp,-0.1847
POSCAR-JVASP-28347.vasp,-0.91892
POSCAR-JVASP-117920.vasp,0.37251
POSCAR-JVASP-118744.vasp,2.41691
POSCAR-JVASP-99353.vasp,-0.30894
POSCAR-JVASP-117934.vasp,0.08632
POSCAR-JVASP-18493.vasp,-0.42094
POSCAR-JVASP-35170.vasp,-1.26881
POSCAR-JVASP-86821.vasp,-1.03179
POSCAR-JVASP-118773.vasp,-1.19434
POSCAR-JVASP-2742.vasp,-3.0561
POSCAR-JVASP-98628.vasp,-0.06996
POSCAR-JVASP-36285.vasp,1.59218
POSCAR-JVASP-98259.vasp,-1.51138
POSCAR-JVASP-116740.vasp,-0.74589
POSCAR-JVASP-18477.vasp,-0.37263
POSCAR-JVASP-14989.vasp,-1.2324
POSCAR-JVASP-22824.vasp,-1.43116
POSCAR-JVASP-19074.vasp,-0.81281
POSCAR-JVASP-10094.vasp,-0.82711
POSCAR-JVASP-108069.vasp,-0.83965
POSCAR-JVASP-54829.vasp,0.99554
POSCAR-JVASP-108955.vasp,-0.74071
POSCAR-JVASP-118630.vasp,0.35646
POSCAR-JVASP-93692.vasp,-1.32058
POSCAR-JVASP-36667.vasp,-1.59607
