family,N,seed,epochs,best_val_epoch,best_val_l1,test_mae_eV_per_atom,png_path,pdf_path
oxide,50,0,300,66,0.9158188104629517,0.5223202763354052,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N50_seed0_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N50_seed0_training_curves.pdf
oxide,50,1,300,62,0.2439316362142563,0.5258703481321565,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N50_seed1_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N50_seed1_training_curves.pdf
oxide,50,2,300,148,0.5105149745941162,0.4547470050935779,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N50_seed2_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N50_seed2_training_curves.pdf
oxide,50,3,300,155,0.19373102486133575,0.4468393850470065,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N50_seed3_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N50_seed3_training_curves.pdf
oxide,50,4,300,135,0.34360671043395996,0.5137092119258216,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N50_seed4_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N50_seed4_training_curves.pdf
oxide,500,0,300,249,0.16817481815814972,0.19893072892311142,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N500_seed0_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N500_seed0_training_curves.pdf
oxide,500,1,300,256,0.21202921867370605,0.19712638311986147,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N500_seed1_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N500_seed1_training_curves.pdf
oxide,500,2,300,299,0.2462606579065323,0.19112982430587575,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N500_seed2_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N500_seed2_training_curves.pdf
oxide,500,3,300,277,0.13436074554920197,0.1974615499230084,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N500_seed3_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N500_seed3_training_curves.pdf
oxide,500,4,300,280,0.1194286122918129,0.1876107654720984,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N500_seed4_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/oxide/oxide_N500_seed4_training_curves.pdf
nitride,50,0,300,55,0.2791304588317871,0.5863852251459621,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N50_seed0_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N50_seed0_training_curves.pdf
nitride,50,1,300,66,1.0984783172607422,0.6093852881511505,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N50_seed1_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N50_seed1_training_curves.pdf
nitride,50,2,300,22,0.5296874046325684,0.7654549276517811,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N50_seed2_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N50_seed2_training_curves.pdf
nitride,50,3,300,88,0.28623679280281067,0.5977391600377919,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N50_seed3_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N50_seed3_training_curves.pdf
nitride,50,4,300,107,0.9123830795288086,0.5722242083077219,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N50_seed4_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N50_seed4_training_curves.pdf
nitride,500,0,300,293,0.4252770245075226,0.2676427004520189,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N500_seed0_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N500_seed0_training_curves.pdf
nitride,500,1,300,233,0.2702512741088867,0.28689740694412763,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N500_seed1_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N500_seed1_training_curves.pdf
nitride,500,2,300,249,0.22379697859287262,0.2793444020919933,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N500_seed2_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N500_seed2_training_curves.pdf
nitride,500,3,300,255,0.3636583983898163,0.25998379221601675,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N500_seed3_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N500_seed3_training_curves.pdf
nitride,500,4,300,246,0.2822832465171814,0.2450741988737598,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N500_seed4_training_curves.png,reports/Hyperparameter Set 2/Training Curves/From Scratch/nitride/nitride_N500_seed4_training_curves.pdf
