POSCAR-JVASP-7775.vasp,-0.94783
POSCAR-JVASP-36386.vasp,0.40058
POSCAR-JVASP-8121.vasp,-1.27227
POSCAR-JVASP-98873.vasp,-0.25284
POSCAR-JVASP-17243.vasp,0.82844
POSCAR-JVASP-17700.vasp,0.01711
POSCAR-JVASP-35667.vasp,-0.03207
POSCAR-JVASP-35083.vasp,-1.01253
POSCAR-JVASP-100452.vasp,-0.72991
POSCAR-JVASP-36280.vasp,0.85701
POSCAR-JVASP-93715.vasp,-0.23138
POSCAR-JVASP-114348.vasp,-0.46516
POSCAR-JVASP-11068.vasp,-1.17786
POSCAR-JVASP-120346.vasp,-1.2507
POSCAR-JVASP-38143.vasp,-0.84591
POSCAR-JVASP-53954.vasp,0.30048
POSCAR-JVASP-100046.vasp,-0.0335
POSCAR-JVASP-119637.vasp,-0.75386
POSCAR-JVASP-98599.vasp,-0.3696
POSCAR-JVASP-24004.vasp,-1.41904
POSCAR-JVASP-86900.vasp,0.43866
POSCAR-JVASP-101831.vasp,-0.05343
POSCAR-JVASP-113964.vasp,-0.43069
POSCAR-JVASP-113466.vasp,0.65339
POSCAR-JVASP-93683.vasp,-1.40575
POSCAR-JVASP-106883.vasp,-1.06
POSCAR-JVASP-116740.vasp,-0.74589
POSCAR-JVASP-117920.vasp,0.37251
POSCAR-JVASP-36455.vasp,0.13248
POSCAR-JVASP-106149.vasp,-1.5354
POSCAR-JVASP-32062.vasp,0.93837
POSCAR-JVASP-108953.vasp,-0.31263
POSCAR-JVASP-101188.vasp,-1.49065
POSCAR-JVASP-8823.vasp,0.30334
POSCAR-JVASP-16743.vasp,-0.09781
POSCAR-JVASP-116604.vasp,-0.72949
POSCAR-JVASP-22438.vasp,-1.32014
POSCAR-JVASP-113986.vasp,-0.1847
POSCAR-JVASP-36291.vasp,1.42926
POSCAR-JVASP-86181.vasp,-1.60391
POSCAR-JVASP-78496.vasp,-0.24894
POSCAR-JVASP-116051.vasp,-0.82543
POSCAR-JVASP-105566.vasp,-0.43504
POSCAR-JVASP-115024.vasp,0.18968
POSCAR-JVASP-113755.vasp,0.82359
POSCAR-JVASP-78273.vasp,0.7777
POSCAR-JVASP-101439.vasp,-0.21577
POSCAR-JVASP-101092.vasp,-1.48594
POSCAR-JVASP-118844.vasp,-0.21779
POSCAR-JVASP-119684.vasp,-0.58044
POSCAR-JVASP-13027.vasp,-1.05842
POSCAR-JVASP-85222.vasp,-0.95043
POSCAR-JVASP-30139.vasp,-0.98703
POSCAR-JVASP-8365.vasp,-0.84898
POSCAR-JVASP-117739.vasp,0.60893
POSCAR-JVASP-119511.vasp,0.01653
POSCAR-JVASP-32465.vasp,-0.92474
POSCAR-JVASP-93713.vasp,-1.10212
POSCAR-JVASP-91768.vasp,-0.35226
POSCAR-JVASP-100858.vasp,-0.78672
POSCAR-JVASP-14094.vasp,0.3972
POSCAR-JVASP-99665.vasp,0.12894
POSCAR-JVASP-17918.vasp,-0.96804
POSCAR-JVASP-86219.vasp,-1.03168
POSCAR-JVASP-119231.vasp,-0.76076
POSCAR-JVASP-108954.vasp,0.32208
POSCAR-JVASP-18026.vasp,0.3972
POSCAR-JVASP-94950.vasp,0.64916
POSCAR-JVASP-114454.vasp,2.21303
