POSCAR-JVASP-113239.vasp,-2.2023
POSCAR-JVASP-44828.vasp,-2.11695
POSCAR-JVASP-29969.vasp,-1.21621
POSCAR-JVASP-103941.vasp,-1.21776
POSCAR-JVASP-85473.vasp,-0.83295
POSCAR-JVASP-119486.vasp,-2.84337
POSCAR-JVASP-117003.vasp,-2.52403
POSCAR-JVASP-20784.vasp,-1.5036
POSCAR-JVASP-34396.vasp,-2.04379
POSCAR-JVASP-113789.vasp,-2.68569
POSCAR-JVASP-120711.vasp,-1.92225
POSCAR-JVASP-106089.vasp,-4.01057
POSCAR-JVASP-34489.vasp,-2.62702
POSCAR-JVASP-119719.vasp,-2.2654
POSCAR-JVASP-117402.vasp,-1.87186
POSCAR-JVASP-88859.vasp,-2.47383
POSCAR-JVASP-111977.vasp,-1.65224
POSCAR-JVASP-113440.vasp,-1.86378
POSCAR-JVASP-119374.vasp,-2.18521
POSCAR-JVASP-116525.vasp,-0.66838
POSCAR-JVASP-119548.vasp,-2.66655
POSCAR-JVASP-26822.vasp,-2.65343
POSCAR-JVASP-86322.vasp,-1.61471
POSCAR-JVASP-46789.vasp,-2.40984
POSCAR-JVASP-88043.vasp,-2.10568
POSCAR-JVASP-119748.vasp,-2.06493
POSCAR-JVASP-112922.vasp,-1.42199
POSCAR-JVASP-111898.vasp,-2.16686
POSCAR-JVASP-10258.vasp,-0.91517
POSCAR-JVASP-42541.vasp,-2.4688
POSCAR-JVASP-117156.vasp,-1.97485
POSCAR-JVASP-52803.vasp,-2.56964
POSCAR-JVASP-50215.vasp,-2.96488
POSCAR-JVASP-92477.vasp,-3.35872
POSCAR-JVASP-116517.vasp,-2.28122
POSCAR-JVASP-1169.vasp,-4.1762
POSCAR-JVASP-115114.vasp,-0.57133
POSCAR-JVASP-22821.vasp,-2.54095
POSCAR-JVASP-99870.vasp,-2.01627
POSCAR-JVASP-49782.vasp,-3.41167
POSCAR-JVASP-54753.vasp,-0.59968
POSCAR-JVASP-116798.vasp,-2.02204
POSCAR-JVASP-27505.vasp,-3.25646
POSCAR-JVASP-97538.vasp,-1.45924
POSCAR-JVASP-97662.vasp,-1.29845
POSCAR-JVASP-42914.vasp,-2.60216
POSCAR-JVASP-14392.vasp,-2.98739
POSCAR-JVASP-43277.vasp,-2.36371
POSCAR-JVASP-52241.vasp,-2.90996
POSCAR-JVASP-93704.vasp,-1.48429
POSCAR-JVASP-20949.vasp,-3.20015
POSCAR-JVASP-9509.vasp,-2.31701
POSCAR-JVASP-27266.vasp,-1.96164
POSCAR-JVASP-26387.vasp,-2.10564
POSCAR-JVASP-95318.vasp,-2.31121
POSCAR-JVASP-98356.vasp,-1.91724
POSCAR-JVASP-55507.vasp,-2.16988
POSCAR-JVASP-113439.vasp,-1.17235
POSCAR-JVASP-49671.vasp,-1.34717
POSCAR-JVASP-117659.vasp,-0.2109
POSCAR-JVASP-34449.vasp,-3.53494
POSCAR-JVASP-101928.vasp,-1.22714
POSCAR-JVASP-22614.vasp,-2.85759
POSCAR-JVASP-11355.vasp,-1.41116
POSCAR-JVASP-114005.vasp,-0.76443
POSCAR-JVASP-3840.vasp,-1.3267
POSCAR-JVASP-29428.vasp,-1.93079
POSCAR-JVASP-42989.vasp,-2.38702
POSCAR-JVASP-99290.vasp,-1.88202
POSCAR-JVASP-49810.vasp,-2.66876
POSCAR-JVASP-95478.vasp,-2.55363
POSCAR-JVASP-43225.vasp,-2.16375
POSCAR-JVASP-101153.vasp,-0.97474
POSCAR-JVASP-12197.vasp,-1.5912
POSCAR-JVASP-55258.vasp,-3.25902
POSCAR-JVASP-12038.vasp,-2.43011
POSCAR-JVASP-12642.vasp,-1.97019
POSCAR-JVASP-115423.vasp,-1.37069
POSCAR-JVASP-35168.vasp,-2.71746
POSCAR-JVASP-26861.vasp,-2.569
POSCAR-JVASP-57439.vasp,-2.39806
POSCAR-JVASP-46005.vasp,-3.45784
POSCAR-JVASP-54721.vasp,-1.63354
POSCAR-JVASP-45075.vasp,-2.30079
POSCAR-JVASP-116328.vasp,-2.3745
POSCAR-JVASP-56679.vasp,-2.12361
POSCAR-JVASP-117087.vasp,-1.62337
POSCAR-JVASP-47608.vasp,-1.45661
POSCAR-JVASP-113202.vasp,-1.8529
POSCAR-JVASP-36755.vasp,-0.99827
POSCAR-JVASP-8609.vasp,-2.27662
POSCAR-JVASP-3258.vasp,-3.3333
POSCAR-JVASP-30299.vasp,-1.78235
POSCAR-JVASP-23245.vasp,-2.6815
POSCAR-JVASP-111736.vasp,-1.22072
POSCAR-JVASP-10484.vasp,-2.27066
POSCAR-JVASP-11651.vasp,-1.75507
POSCAR-JVASP-47130.vasp,-2.00522
POSCAR-JVASP-45916.vasp,-2.43544
POSCAR-JVASP-23764.vasp,-0.58861
POSCAR-JVASP-12829.vasp,-2.55961
POSCAR-JVASP-30348.vasp,-3.33888
POSCAR-JVASP-50020.vasp,-2.51906
POSCAR-JVASP-93297.vasp,-1.55357
POSCAR-JVASP-11608.vasp,-2.64253
POSCAR-JVASP-112501.vasp,-1.94012
POSCAR-JVASP-91266.vasp,-2.50711
POSCAR-JVASP-9791.vasp,-2.71114
POSCAR-JVASP-98471.vasp,-2.77536
POSCAR-JVASP-96924.vasp,-1.31179
POSCAR-JVASP-9458.vasp,-1.15246
POSCAR-JVASP-49746.vasp,-1.36703
POSCAR-JVASP-86614.vasp,-1.77681
POSCAR-JVASP-43301.vasp,-1.94893
POSCAR-JVASP-30489.vasp,-1.6853
POSCAR-JVASP-103323.vasp,-1.70736
POSCAR-JVASP-117829.vasp,0.58044
POSCAR-JVASP-90614.vasp,-2.05518
POSCAR-JVASP-118450.vasp,-2.39678
POSCAR-JVASP-46048.vasp,-2.52687
POSCAR-JVASP-57178.vasp,-3.01182
POSCAR-JVASP-119411.vasp,-2.5208
POSCAR-JVASP-22700.vasp,-1.15183
POSCAR-JVASP-5851.vasp,-1.48431
POSCAR-JVASP-9716.vasp,-2.08385
POSCAR-JVASP-99598.vasp,-1.96681
POSCAR-JVASP-36590.vasp,-0.56211
POSCAR-JVASP-9285.vasp,-1.38738
POSCAR-JVASP-85356.vasp,0.49491
POSCAR-JVASP-101370.vasp,-2.84645
POSCAR-JVASP-26331.vasp,-2.09963
POSCAR-JVASP-58288.vasp,-1.3061
POSCAR-JVASP-12063.vasp,0.16416
POSCAR-JVASP-14038.vasp,-0.16386
POSCAR-JVASP-110875.vasp,-3.02131
POSCAR-JVASP-39094.vasp,-0.78907
POSCAR-JVASP-90035.vasp,-0.32106
POSCAR-JVASP-55322.vasp,-2.62153
POSCAR-JVASP-48462.vasp,-2.49145
POSCAR-JVASP-103938.vasp,-1.23044
POSCAR-JVASP-90017.vasp,0.10039
POSCAR-JVASP-103890.vasp,-0.33264
POSCAR-JVASP-86453.vasp,-0.84187
POSCAR-JVASP-117411.vasp,-1.69254
POSCAR-JVASP-10559.vasp,-2.81659
POSCAR-JVASP-29437.vasp,-2.91704
POSCAR-JVASP-86931.vasp,-1.51273
POSCAR-JVASP-116763.vasp,-2.61559
POSCAR-JVASP-30242.vasp,-2.34159
POSCAR-JVASP-52312.vasp,-3.37021
POSCAR-JVASP-105916.vasp,-1.01656
POSCAR-JVASP-101924.vasp,-0.38582
POSCAR-JVASP-46446.vasp,-2.42433
POSCAR-JVASP-34266.vasp,-0.12353
POSCAR-JVASP-29344.vasp,-2.01046
POSCAR-JVASP-55292.vasp,-2.64864
POSCAR-JVASP-10149.vasp,-1.90891
POSCAR-JVASP-21734.vasp,-2.51764
POSCAR-JVASP-12702.vasp,-1.41431
POSCAR-JVASP-18422.vasp,-1.4092
POSCAR-JVASP-91267.vasp,-2.85342
POSCAR-JVASP-29947.vasp,-1.88585
POSCAR-JVASP-119187.vasp,-1.56482
POSCAR-JVASP-48616.vasp,-2.08199
POSCAR-JVASP-23227.vasp,-2.30375
POSCAR-JVASP-30161.vasp,-2.73648
POSCAR-JVASP-117508.vasp,2.53714
POSCAR-JVASP-87205.vasp,-0.74327
POSCAR-JVASP-22913.vasp,-2.47298
POSCAR-JVASP-23304.vasp,-1.95325
POSCAR-JVASP-42333.vasp,-2.24995
POSCAR-JVASP-61695.vasp,-2.42979
POSCAR-JVASP-116126.vasp,-1.42641
POSCAR-JVASP-43432.vasp,-1.19001
POSCAR-JVASP-117433.vasp,-1.70023
POSCAR-JVASP-58617.vasp,-1.11359
POSCAR-JVASP-45067.vasp,-2.20515
POSCAR-JVASP-57747.vasp,-2.77887
POSCAR-JVASP-17471.vasp,-1.19265
POSCAR-JVASP-56691.vasp,-1.29444
POSCAR-JVASP-97781.vasp,-2.59507
POSCAR-JVASP-112526.vasp,-2.62837
POSCAR-JVASP-11272.vasp,-2.59205
POSCAR-JVASP-30527.vasp,-1.99199
POSCAR-JVASP-36846.vasp,-0.79816
POSCAR-JVASP-42768.vasp,-2.04283
POSCAR-JVASP-116806.vasp,-2.29085
POSCAR-JVASP-9737.vasp,-2.02763
POSCAR-JVASP-9414.vasp,-2.72995
POSCAR-JVASP-116503.vasp,-1.71935
POSCAR-JVASP-88004.vasp,-2.38841
POSCAR-JVASP-9765.vasp,-2.1214
POSCAR-JVASP-96921.vasp,-3.05555
POSCAR-JVASP-9954.vasp,-2.182
POSCAR-JVASP-35457.vasp,-2.87903
POSCAR-JVASP-12751.vasp,-1.40216
POSCAR-JVASP-4435.vasp,-1.61958
POSCAR-JVASP-9211.vasp,-2.53505
POSCAR-JVASP-98068.vasp,-1.17147
POSCAR-JVASP-117805.vasp,-0.71439
POSCAR-JVASP-50534.vasp,-3.6761
POSCAR-JVASP-12529.vasp,-0.76895
POSCAR-JVASP-61629.vasp,-1.87736
POSCAR-JVASP-108025.vasp,-2.23924
POSCAR-JVASP-34887.vasp,0.33211
POSCAR-JVASP-101935.vasp,-0.77706
POSCAR-JVASP-42728.vasp,-1.47502
POSCAR-JVASP-30263.vasp,-2.67214
POSCAR-JVASP-98336.vasp,-1.53693
POSCAR-JVASP-10074.vasp,-3.42066
POSCAR-JVASP-49871.vasp,-0.92658
POSCAR-JVASP-40731.vasp,-2.45772
POSCAR-JVASP-8269.vasp,-2.33321
POSCAR-JVASP-58467.vasp,-2.28989
